,Unnamed: 0,Unnamed: 0.1,Post_ID,Comment,Likes,Comment_ID,Commenter_ID,created_time,keys
118,118,119,105314739733_10154474271799734,Absolutely adore  anything  related to,0,10154474271799734_10154478908659734,9.37266e+14,2016-07-02T21:00:00+0000,105314739733
119,119,120,105314739733_10154474271799734,who else loves cars ?,1,10154474271799734_10154477250589734,1.2729e+15,2016-07-02T21:00:00+0000,105314739733
120,120,121,105314739733_10154474267779734,I will go see soon !!,0,10154474267779734_10154479944709734,1.16777e+15,2016-07-02T18:00:00+0000,105314739733
121,121,122,105314739733_10154474267779734,I wanna go when I come visit Angel Julian Palacios,0,10154474267779734_10154477608969734,2.08892e+14,2016-07-02T18:00:00+0000,105314739733
122,122,123,105314739733_10154474261474734,Congrats brother! Keep it up! Didn't know you were outta Carson now. I was with 984th in Dec 08 to Nov 10,1,10154474261474734_10154479170729734,1.021e+16,2016-07-02T16:00:00+0000,105314739733
123,123,124,105314739733_10154474261474734,"Congratulations all your hard work and dedication paid off, well done!",1,10154474261474734_10154477732384734,1.02097e+16,2016-07-02T16:00:00+0000,105314739733
124,124,125,105314739733_10154474261474734,"Horaah Staff Sgt job well done , my old unit 759th MP bn. 984th CO.",4,10154474261474734_10154477493034734,1.01543e+16,2016-07-02T16:00:00+0000,105314739733
125,125,126,105314739733_10154474261474734,Ssg Cooper not the fastest or strongest they dont know you then great Job SSG,6,10154474261474734_10154479185764734,1.01541e+16,2016-07-02T16:00:00+0000,105314739733
126,126,127,105314739733_10154474261474734,When was this that you were never the fastest or the strongest bruh? Dominique Cooper,3,10154474261474734_10154478447229734,1.11979e+15,2016-07-02T16:00:00+0000,105314739733
127,127,128,105314739733_10154474261474734,God bless you soldier,1,10154474261474734_10154477438934734,1.61852e+15,2016-07-02T16:00:00+0000,105314739733
128,128,129,105314739733_10154474261474734,Outstanding Congratulations!,1,10154474261474734_10154479951409734,1.29885e+15,2016-07-02T16:00:00+0000,105314739733
129,129,130,105314739733_10154474261474734,Whoop whoop-Coop!,2,10154474261474734_10154479277029734,1.01009e+16,2016-07-02T16:00:00+0000,105314739733
130,130,131,105314739733_10154474261474734,"Congratulations, way to represent!",3,10154474261474734_10154477533729734,1.01546e+16,2016-07-02T16:00:00+0000,105314739733
131,131,132,105314739733_10154474261474734,Congratulations,2,10154474261474734_10154479873439734,1.02084e+16,2016-07-02T16:00:00+0000,105314739733
132,132,133,105314739733_10154474261474734,Awesome job! Proud of you SSG Cooper.,2,10154474261474734_10154477568144734,1.02097e+16,2016-07-02T16:00:00+0000,105314739733
133,133,134,105314739733_10154474261474734,Congrats!!!! Big Dominique Cooper,2,10154474261474734_10154477820459734,1.02084e+16,2016-07-02T16:00:00+0000,105314739733
134,134,135,105314739733_10154474261474734,Thank you for your dedicated service to us. Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ΩÌ∏é,1,10154474261474734_10154477777394734,1.20513e+15,2016-07-02T16:00:00+0000,105314739733
135,135,136,105314739733_10154474261474734,That a boy Coop guess those sprints we did helped,1,10154474261474734_10154479536864734,1.02097e+16,2016-07-02T16:00:00+0000,105314739733
136,136,137,105314739733_10154474261474734,Wahooooo! Way to go Cooper super! Im so proud of you!,1,10154474261474734_10154478448034734,1.13016e+15,2016-07-02T16:00:00+0000,105314739733
137,137,138,105314739733_10154474261474734,Congrats and Thank You Sir,1,10154474261474734_10154479921284734,2.63723e+14,2016-07-02T16:00:00+0000,105314739733
138,138,139,105314739733_10154474261474734,So awesome coop!  Congrats to cjs dude!,1,10154474261474734_10154480042394734,1.02101e+16,2016-07-02T16:00:00+0000,105314739733
139,139,140,105314739733_10154474261474734,Congrats! Represent the MP'S!,1,10154474261474734_10154477681064734,1.14715e+15,2016-07-02T16:00:00+0000,105314739733
140,140,141,105314739733_10154474261474734,Way to go!!! Congratulations Ì†ΩÌ∏ä,1,10154474261474734_10154479234489734,1.01535e+16,2016-07-02T16:00:00+0000,105314739733
141,141,142,105314739733_10154474261474734,Good job bud. Keep it up and keep on shining.,1,10154474261474734_10154480583269734,1.02087e+16,2016-07-02T16:00:00+0000,105314739733
